"","Name","Season","Pos","through_4_years","after_2010","BPM","MP"
"2839","Jared Sullinger",2015,"PF",1,1,0.6,1915
"2840","Jeff Taylor",2012,"SF",0,1,-3.6,1507
"2841","Jeff Taylor",2013,"SF",0,1,-5.4,629
"2842","Jeff Taylor",2014,"SF",0,1,-4.9,430
"2843","Tyshawn Taylor",2012,"PG",0,1,-7.4,221
"2844","Tyshawn Taylor",2013,"PG",0,1,-8.7,270
"2845","Marquis Teague",2012,"PG",1,1,-5.6,392
"2846","Marquis Teague",2013,"SG",1,1,-7.4,886
"2847","Mirza Teletovic",2012,"PF",1,1,-1.3,499
"2848","Mirza Teletovic",2013,"SF",1,1,-0.2,1396
"2849","Mirza Teletovic",2014,"PF",1,1,-1.7,892
"2850","Mirza Teletovic",2015,"PF",1,1,1.3,1686
"2851","Jonas Valanciunas",2012,"C",1,1,-1.2,1482
"2852","Jonas Valanciunas",2013,"C",1,1,-1.3,2282
"2853","Jonas Valanciunas",2014,"C",1,1,0.5,2096
"2854","Jonas Valanciunas",2015,"C",1,1,1.7,1557
"2855","Jarvis Varnado",2012,"PF",0,1,-7.8,116
"2856","Jarvis Varnado",2013,"PF",0,1,-6.36666666666667,678
"2857","Dion Waiters",2012,"SG",1,1,-2.1,1756
"2858","Dion Waiters",2013,"SG",1,1,-1.5,2072
"2859","Dion Waiters",2014,"SG",1,1,-3.2,4416
"2860","Dion Waiters",2015,"SG",1,1,-2.8,2152
"2861","Maalik Wayns",2012,"PG",0,1,-7.13333333333333,404
"2862","Maalik Wayns",2013,"PG",0,1,4.8,9
"2863","Chris Wright",2012,"SG",0,1,-19.2,4
"2864","Tony Wroten",2012,"SG",1,1,-3.8,272
"2865","Tony Wroten",2013,"PG",1,1,-3.7,1765
"2866","Tony Wroten",2014,"PG",1,1,-1.2,895
"2867","Tony Wroten",2015,"PG",1,1,-13.4,144
"2868","Luke Zeller",2012,"C",0,1,-7.2,58
"2869","Tyler Zeller",2012,"C",1,1,-4,2033
"2870","Tyler Zeller",2013,"C",1,1,-2.2,1049
"2871","Tyler Zeller",2014,"C",1,1,0.9,1731
"2872","Tyler Zeller",2015,"C",1,1,-3.3,710
"2873","Steven Adams",2013,"C",1,1,-2.2,1197
"2874","Steven Adams",2014,"C",1,1,-1.3,1771
"2875","Steven Adams",2015,"C",1,1,0.2,2014
"2876","Steven Adams",2016,"C",1,1,-0.2,2389
"2877","Giannis Antetokounmpo",2013,"SF",1,1,-2.5,1897
"2878","Giannis Antetokounmpo",2014,"SG",1,1,0,2541
"2879","Giannis Antetokounmpo",2015,"PG",1,1,2.1,2823
"2880","Giannis Antetokounmpo",2016,"SF",1,1,7.3,2845
"2881","Pero Antic",2013,"C",0,1,-2.3,925
"2882","Pero Antic",2014,"C",0,1,-4.1,1037
"2883","Chris Babb",2013,"SG",0,1,-6.1,132
"2884","Anthony Bennett",2013,"PF",1,1,-7.4,663
"2885","Anthony Bennett",2014,"PF",1,1,-3.9,894
"2886","Anthony Bennett",2015,"PF",1,1,-3.9,84
"2887","Anthony Bennett",2016,"PF",1,1,-1.4,264
"2888","Vander Blue",2013,"SG",1,1,-13.8,15
"2889","Vander Blue",2014,"SG",1,1,-9.8,74
"2890","Lorenzo Brown",2013,"PG",1,1,-5.2,224
"2891","Lorenzo Brown",2014,"PG",1,1,-2.5,549
"2892","Lorenzo Brown",2015,"PG",1,1,-8.4,61
"2893","Reggie Bullock",2013,"SF",1,1,-3.3,395
"2894","Reggie Bullock",2014,"SF",1,1,-4.86666666666667,676
"2895","Reggie Bullock",2015,"SF",1,1,0.8,429
"2896","Reggie Bullock",2016,"SF",1,1,0.3,467
"2897","Trey Burke",2013,"PG",1,1,-2.6,2262
"2898","Trey Burke",2014,"PG",1,1,-1.4,2288
"2899","Trey Burke",2015,"PG",1,1,-0.5,1366
"2900","Trey Burke",2016,"PG",1,1,-3,703
"2901","Dwight Buycks",2013,"PG",1,1,-3.4,146
"2902","Dwight Buycks",2014,"PG",1,1,-2.6,123
"2903","Nick Calathes",2013,"SG",0,1,-0.9,1173
"2904","Nick Calathes",2014,"SG",0,1,0,838
"2905","Kentavious Caldwell-Pope",2013,"SG",1,1,-2.6,1583
"2906","Kentavious Caldwell-Pope",2014,"SG",1,1,-1.7,2587
"2907","Kentavious Caldwell-Pope",2015,"SG",1,1,-0.3,2789
"2908","Kentavious Caldwell-Pope",2016,"SG",1,1,-0.2,2529
"2909","Isaiah Canaan",2013,"PG",1,1,-4,252
"2910","Isaiah Canaan",2014,"PG",1,1,-0.766666666666667,1876
"2911","Isaiah Canaan",2015,"SG",1,1,-2.4,1966
"2912","Isaiah Canaan",2016,"SG",1,1,-3.3,592
"2913","Michael Carter-Williams",2013,"PG",1,1,-0.5,2414
"2914","Michael Carter-Williams",2014,"PG",1,1,-0.833333333333333,4298
"2915","Michael Carter-Williams",2015,"PG",1,1,-0.7,1649
"2916","Michael Carter-Williams",2016,"PG",1,1,-3.2,846
"2917","Dionte Christmas",2013,"SF",0,1,-1.8,198
"2918","Ian Clark",2013,"SG",1,1,-3.2,172
"2919","Ian Clark",2014,"SG",1,1,-3.53333333333333,384
"2920","Ian Clark",2015,"SG",1,1,-1.9,578
"2921","Ian Clark",2016,"SG",1,1,-1.5,1137
"2922","Robert Covington",2013,"SF",1,1,0.7,34
"2923","Robert Covington",2014,"SF",1,1,0.7,1956
"2924","Robert Covington",2015,"SF",1,1,-0.9,1903
"2925","Robert Covington",2016,"SF",1,1,0.2,2119
"2926","Allen Crabbe",2013,"SG",1,1,-6.1,100
"2927","Allen Crabbe",2014,"SG",1,1,-0.8,683
"2928","Allen Crabbe",2015,"SG",1,1,-1,2105
"2929","Allen Crabbe",2016,"SG",1,1,-1.3,2254
"2930","Seth Curry",2013,"PG",1,1,2.6,26
"2931","Seth Curry",2014,"PG",1,1,-23.1,8
"2932","Seth Curry",2015,"PG",1,1,-0.2,692
"2933","Seth Curry",2016,"PG",1,1,1.2,2029
"2934","Troy Daniels",2013,"SG",1,1,0.4,75
"2935","Troy Daniels",2014,"SG",1,1,-3.3,794
"2936","Troy Daniels",2015,"SG",1,1,0.7,476
"2937","Troy Daniels",2016,"SG",1,1,-1.8,1183
"2938","Gigi Datome",2013,"SF",0,1,-6,238
"2939","Gigi Datome",2014,"SF",0,1,0.933333333333333,418
"2940","Brandon Davies",2013,"PF",0,1,-6.3,575
"2941","Brandon Davies",2014,"PF",0,1,-5.33333333333333,846
"2942","Dewayne Dedmon",2013,"C",1,1,-6.975,780
"2943","Dewayne Dedmon",2014,"C",1,1,-3.5,845
"2944","Dewayne Dedmon",2015,"C",1,1,-0.9,705
"2945","Dewayne Dedmon",2016,"C",1,1,0.6,1330
"2946","Matthew Dellavedova",2013,"SG",1,1,-1.8,1271
"2947","Matthew Dellavedova",2014,"SG",1,1,-2.8,1380
"2948","Matthew Dellavedova",2015,"PG",1,1,-1.2,1867
"2949","Matthew Dellavedova",2016,"PG",1,1,-4.2,1986
"2950","Gorgui Dieng",2013,"C",1,1,-1.1,818
"2951","Gorgui Dieng",2014,"C",1,1,0.2,2193
"2952","Gorgui Dieng",2015,"C",1,1,0.8,2220
"2953","Gorgui Dieng",2016,"PF",1,1,-0.1,2653
"2954","Shane Edwards",2013,"SF",0,1,-13.3,12
"2955","Vítor Luiz Faverani",2013,"C",0,1,-3.2,488
"2956","Carrick Felix",2013,"SG",0,1,-3.4,38
"2957","Jamaal Franklin",2013,"SG",0,1,-5.9,161
"2958","Jamaal Franklin",2014,"SG",0,1,-5.6,13
"2959","Rudy Gobert",2013,"C",1,1,-2.7,434
"2960","Rudy Gobert",2014,"C",1,1,4.2,2158
"2961","Rudy Gobert",2015,"C",1,1,2.2,1932
"2962","Rudy Gobert",2016,"C",1,1,4.4,2744
"2963","Archie Goodwin",2013,"SG",1,1,-3.2,533
"2964","Archie Goodwin",2014,"SG",1,1,-3.4,535
"2965","Archie Goodwin",2015,"PG",1,1,-3.7,1114
"2966","Archie Goodwin",2016,"SG",1,1,2.26666666666667,428
"2967","Jorge Gutiérrez",2013,"PG",0,1,-4.9,244
"2968","Jorge Gutiérrez",2014,"PG",0,1,-3.53333333333333,350
"2969","Jorge Gutiérrez",2015,"PG",0,1,0.6,63
"2970","Justin Hamilton",2013,"C",1,1,-5.2,144
"2971","Justin Hamilton",2014,"C",1,1,-1.1,1424
"2972","Justin Hamilton",2016,"C",1,1,-0.8,1177
"2973","Tim Hardaway Jr.",2013,"SG",1,1,-1.8,1875
"2974","Tim Hardaway Jr.",2014,"SG",1,1,-2.8,1681
"2975","Tim Hardaway Jr.",2015,"SG",1,1,-0.9,864
"2976","Tim Hardaway Jr.",2016,"SG",1,1,0.5,2154
"2977","Elias Harris",2013,"SF",0,1,0.3,11
"2978","Solomon Hill",2013,"SF",1,1,-2.4,226
"2979","Solomon Hill",2014,"SF",1,1,-1.5,2381
"2980","Solomon Hill",2015,"SF",1,1,0.1,866
"2981","Solomon Hill",2016,"SF",1,1,-2.7,2374
"2982","Scotty Hopson",2013,"SG",1,1,-20.7,7
"2983","Robbie Hummel",2013,"SF",0,1,-2,655
"2984","Robbie Hummel",2014,"SF",0,1,-4.1,742
"2985","Sergey Karasev",2013,"SF",0,1,-8.4,156
"2986","Sergey Karasev",2014,"SG",0,1,-1.7,555
"2987","Sergey Karasev",2015,"SF",0,1,-3.8,399
"2988","Ryan Kelly",2013,"PF",1,1,-1.5,1312
"2989","Ryan Kelly",2014,"PF",1,1,-3.3,1233
"2990","Ryan Kelly",2015,"PF",1,1,-3.5,470
"2991","Ryan Kelly",2016,"PF",1,1,-3.1,110
"2992","Ognjen Kuzmic",2013,"C",0,1,-8.9,92
"2993","Ognjen Kuzmic",2014,"C",0,1,-1.4,72
"2994","Shane Larkin",2013,"PG",1,1,-3.8,489
"2995","Shane Larkin",2014,"PG",1,1,-2.8,1865
"2996","Shane Larkin",2015,"PG",1,1,-2,1751
"2997","Ricky Ledo",2013,"SG",0,1,-3.9,33
"2998","Ricky Ledo",2014,"SG",0,1,-15.5,488
"2999","Alex Len",2013,"C",1,1,-6.6,362
"3000","Alex Len",2014,"C",1,1,-1.8,1518
"3001","Alex Len",2015,"C",1,1,-4.3,1821
"3002","Alex Len",2016,"C",1,1,-2.3,1560
"3003","Ray McCallum",2013,"PG",0,1,-3.1,897
"3004","Ray McCallum",2014,"PG",0,1,-2,1436
"3005","Ray McCallum",2015,"PG",0,1,-3.16666666666667,950
"3006","CJ McCollum",2013,"SG",1,1,-3.4,476
"3007","CJ McCollum",2014,"SG",1,1,-0.6,973
"3008","CJ McCollum",2015,"SG",1,1,1.3,2780
"3009","CJ McCollum",2016,"SG",1,1,2,2796
"3010","Ben McLemore",2013,"SG",1,1,-4,2187
"3011","Ben McLemore",2014,"SG",1,1,-2.2,2670
"3012","Ben McLemore",2015,"SG",1,1,-3.8,1443
"3013","Ben McLemore",2016,"SG",1,1,-4.2,1176
"3014","Gal Mekel",2013,"PG",0,1,-7.6,292
"3015","Gal Mekel",2014,"PG",0,1,-11.3,43
"3016","Tony Mitchell",2013,"SF",0,1,10.6,10
"3017","Tony Mitchell",2013,"PF",0,1,0.4,79
"3018","Shabazz Muhammad",2013,"SG",1,1,-4.5,290
"3019","Shabazz Muhammad",2014,"SG",1,1,0.7,866
"3020","Shabazz Muhammad",2015,"SF",1,1,-2.5,1682
"3021","Shabazz Muhammad",2016,"SF",1,1,-2.4,1516
"3022","Erik Murphy",2013,"C",0,1,-8.6,62
"3023","Toure' Murry",2013,"PG",0,1,-4.4,373
"3024","Toure' Murry",2014,"PG",0,1,-56.3,1
"3025","Toure' Murry",2014,"PG,SG",0,1,-11.9,18
"3026","Toure' Murry",2014,"SG",0,1,-9.3,17
"3027","Mike Muscala",2013,"PF",1,1,-5.5,215
"3028","Mike Muscala",2014,"PF",1,1,0.1,502
"3029","Mike Muscala",2015,"C",1,1,-0.9,565
"3030","Mike Muscala",2016,"C",1,1,1.1,1237
"3031","Nemanja Nedovic",2013,"SG",0,1,-10,142
"3032","James Nunnally",2013,"SF",1,1,-5.56666666666667,330
"3033","Victor Oladipo",2013,"PG",1,1,-1.4,2487
"3034","Victor Oladipo",2014,"SG",1,1,-0.4,2573
"3035","Victor Oladipo",2015,"SG",1,1,1.7,2379
"3036","Victor Oladipo",2016,"SG",1,1,-0.5,2222
"3037","Kelly Olynyk",2013,"C",1,1,-1.2,1400
"3038","Kelly Olynyk",2014,"C",1,1,0.4,1423
"3039","Kelly Olynyk",2015,"C",1,1,1.9,1395
"3040","Kelly Olynyk",2016,"C",1,1,0.3,1538
"3041","Arinze Onuaku",2013,"PF",1,1,-7.3,60
"3042","Arinze Onuaku",2014,"C",1,1,1.4,68
"3043","Arinze Onuaku",2016,"C",1,1,-6.4,28
"3044","Mason Plumlee",2013,"C",1,1,1,1275
"3045","Mason Plumlee",2014,"C",1,1,0.1,1743
"3046","Mason Plumlee",2015,"C",1,1,1.5,2084
"3047","Mason Plumlee",2016,"C",1,1,1.56666666666667,4296
"3048","Otto Porter",2013,"SF",1,1,-6.2,319
"3049","Otto Porter",2014,"SF",1,1,-0.5,1432
"3050","Otto Porter",2015,"SF",1,1,1.1,2276
"3051","Otto Porter",2016,"SF",1,1,3.3,2605
"3052","Phil Pressey",2013,"PG",0,1,-3.3,1132
"3053","Phil Pressey",2014,"PG",0,1,-1.2,600
"3054","Phil Pressey",2015,"PG",0,1,-3.23333333333333,566
"3055","Miroslav Raduljica",2013,"C",0,1,-3.6,465
"3056","Miroslav Raduljica",2014,"C",0,1,-15,23
"3057","Glen Rice Jr.",2013,"SG",0,1,-2.9,109
"3058","Glen Rice Jr.",2014,"SG",0,1,-15.9,43
"3059","Andre Roberson",2013,"SG",1,1,-2.4,399
"3060","Andre Roberson",2014,"SG",1,1,-0.7,1286
"3061","Andre Roberson",2015,"SG",1,1,0.5,1553
"3062","Andre Roberson",2016,"SF",1,1,-1,2376
"3063","Dennis Schröder",2013,"PG",1,1,-7.3,641
"3064","Dennis Schröder",2014,"PG",1,1,-1.3,1516
"3065","Dennis Schröder",2015,"PG",1,1,-0.8,1621
"3066","Dennis Schröder",2016,"PG",1,1,0,2485
"3067","Peyton Siva",2013,"SG",0,1,-6.4,224
"3068","Chris Smith",2013,"PG",0,1,-9.7,2
"3069","Tony Snell",2013,"SG",1,1,-2.6,1231
"3070","Tony Snell",2014,"SF",1,1,-1.4,1412
"3071","Tony Snell",2015,"SF",1,1,-4,1301
"3072","Tony Snell",2016,"SG",1,1,-1.7,2336
"3073","James Southerland",2013,"SF",0,1,-15.8333333333333,60
"3074","D.J. Stephens",2013,"SG",1,1,1.7,15
"3075","Adonis Thomas",2013,"SF",0,1,-6.16666666666667,74
"3076","Hollis Thompson",2013,"SF",1,1,-3.2,1742
"3077","Hollis Thompson",2014,"SG",1,1,-1.8,1776
"3078","Hollis Thompson",2015,"SG",1,1,-3.4,2154
"3079","Hollis Thompson",2016,"SG",1,1,-2.7,1504
"3080","Casper Ware",2013,"PG",0,1,-2.4,116
"3081","Royce White",2013,"PF",0,1,-16.9,9
"3082","Jeff Withey",2013,"C",1,1,0.2,684
"3083","Jeff Withey",2014,"C",1,1,-0.5,259
"3084","Jeff Withey",2015,"C",1,1,1,658
"3085","Jeff Withey",2016,"C",1,1,1.4,432
"3086","Nate Wolters",2013,"PG",1,1,-1.8,1309
"3087","Nate Wolters",2014,"PG",1,1,-5.96666666666667,494
"3088","Cody Zeller",2013,"C",1,1,-2,1416
"3089","Cody Zeller",2014,"C",1,1,-0.6,1487
"3090","Cody Zeller",2015,"C",1,1,-0.1,1774
"3091","Cody Zeller",2016,"C",1,1,0.2,1725
"3092","Jordan Adams",2014,"SG",0,1,1.4,248
"3093","Jordan Adams",2015,"SG",0,1,6.9,15
"3094","Furkan Aldemir",2014,"PF",0,1,-3.6,540
"3095","Kyle Anderson",2014,"SF",1,1,-1.4,358
"3096","Kyle Anderson",2015,"SF",1,1,1.4,1245
"3097","Kyle Anderson",2016,"SF",1,1,1.8,1020
"3098","Kyle Anderson",2017,"SF",1,1,2.9,1978
"3099","Cameron Bairstow",2014,"PF",0,1,-9,64
"3100","Cameron Bairstow",2015,"C",0,1,-7.5,103
"3101","Jerrelle Benimon",2014,"PF",0,1,-13,3
"3102","Sim Bhullar",2014,"C",0,1,32.5,3
"3103","Tarik Black",2014,"C",1,1,-2.43333333333333,2392
"3104","Tarik Black",2015,"C",1,1,-3.3,496
"3105","Tarik Black",2016,"C",1,1,-3.2,1091
"3106","Tarik Black",2017,"C",1,1,-2.6,536
"3107","Bojan Bogdanovic",2014,"SF",1,1,-1.7,1854
"3108","Bojan Bogdanovic",2015,"SF",1,1,-3.5,2115
"3109","Bojan Bogdanovic",2016,"SF",1,1,-2,4166
"3110","Bojan Bogdanovic",2017,"SF",1,1,-0.7,2464
"3111","Jabari Brown",2014,"SG",0,1,-4.3,568
"3112","Markel Brown",2014,"SG",1,1,-2.6,781
"3113","Markel Brown",2015,"SG",1,1,-3,982
"3114","Markel Brown",2017,"SG",1,1,-10.8,31
"3115","Bruno Caboclo",2014,"SF",1,1,-18.2,23
"3116","Bruno Caboclo",2015,"SF",1,1,-17.6,43
"3117","Bruno Caboclo",2016,"SF",1,1,1,40
"3118","Bruno Caboclo",2017,"SF",1,1,-4.83333333333333,214
"3119","Clint Capela",2014,"C",1,1,-5.4,90
"3120","Clint Capela",2015,"C",1,1,-0.4,1471
"3121","Clint Capela",2016,"C",1,1,1.2,1551
"3122","Clint Capela",2017,"C",1,1,3.4,2034
"3123","Will Cherry",2014,"PG",0,1,-6,69
"3124","Patrick Christopher",2014,"SG",0,1,-15,29
"3125","Jordan Clarkson",2014,"PG",1,1,0.2,1476
"3126","Jordan Clarkson",2015,"SG",1,1,-1.6,2552
"3127","Jordan Clarkson",2016,"SG",1,1,-2.5,2397
"3128","Jordan Clarkson",2017,"SG",1,1,-0.133333333333333,3776
"3129","Jack Cooley",2014,"C",1,1,-5.7,87
"3130","Jack Cooley",2017,"PF",1,1,-0.6,87
"3131","Bryce Cotton",2014,"PG",0,1,-2.2,159
"3132","Bryce Cotton",2015,"PG",0,1,-4.8,78
"3133","Andre Dawkins",2014,"SG",0,1,-12.8,22
"3134","Spencer Dinwiddie",2014,"PG",1,1,-2.8,455
"3135","Spencer Dinwiddie",2015,"PG",1,1,-5.2,159
"3136","Spencer Dinwiddie",2016,"PG",1,1,-1,1334
"3137","Spencer Dinwiddie",2017,"PG",1,1,0.6,2306
"3138","Zoran Dragic",2014,"SG",0,1,-8.26666666666667,150
"3139","Larry Drew II",2014,"PG",1,1,-9.9,219
"3140","Larry Drew II",2017,"PG",1,1,-12.3,140
"3141","Cleanthony Early",2014,"SF",0,1,-5.2,647
"3142","Cleanthony Early",2015,"SF",0,1,-8.6,154
"3143","James Ennis",2014,"SF",1,1,-1.5,1051
"3144","James Ennis",2015,"SF",1,1,1.325,658
"3145","James Ennis",2016,"SF",1,1,-1.2,1501
"3146","James Ennis",2017,"SF",1,1,-1.36666666666667,3208
"3147","Tyler Ennis",2014,"PG",1,1,-3.63333333333333,822
"3148","Tyler Ennis",2015,"PG",1,1,-4.3,654
"3149","Tyler Ennis",2016,"PG",1,1,-4,1176
"3150","Tyler Ennis",2017,"PG",1,1,-2.1,683
"3151","Dante Exum",2014,"PG",1,1,-4.3,1817
"3152","Dante Exum",2016,"PG",1,1,-3.3,1228
"3153","Dante Exum",2017,"PG",1,1,0.1,235
"3154","Tim Frazier",2014,"PG",1,1,-4.3,478
"3155","Tim Frazier",2015,"PG",1,1,-2.66666666666667,1482
"3156","Tim Frazier",2016,"PG",1,1,-2.7,1525
"3157","Tim Frazier",2017,"PG",1,1,-0.9,838
"3158","Langston Galloway",2014,"PG",1,1,-2.3,1457
"3159","Langston Galloway",2015,"PG",1,1,-1,2033
"3160","Langston Galloway",2016,"PG",1,1,-2.83333333333333,2990
"3161","Langston Galloway",2017,"SG",1,1,0.1,863
"3162","Aaron Gordon",2014,"PF",1,1,-2.7,797
"3163","Aaron Gordon",2015,"PF",1,1,1,1863
"3164","Aaron Gordon",2016,"SF",1,1,-1,2298
"3165","Aaron Gordon",2017,"PF",1,1,0.3,1909
"3166","Drew Gordon",2014,"PF",0,1,-9.5,71
"3167","Jerami Grant",2014,"SF",1,1,-3.3,1377
"3168","Jerami Grant",2015,"PF",1,1,-1.7,2066
"3169","Jerami Grant",2016,"PF",1,1,-3.56666666666667,3062
"3170","Jerami Grant",2017,"PF",1,1,0.3,1647
"3171","Erick Green",2014,"PG",0,1,-4.3,410
"3172","Erick Green",2015,"PG",0,1,-3.66666666666667,84
"3173","JaMychal Green",2014,"PF",1,1,-2.06666666666667,328
"3174","JaMychal Green",2015,"PF",1,1,-2.5,1446
"3175","JaMychal Green",2016,"PF",1,1,-0.8,2101
"3176","JaMychal Green",2017,"PF",1,1,-2.3,1542
"3177","P.J. Hairston",2014,"SG",0,1,-2.9,687
"3178","P.J. Hairston",2015,"SF",0,1,-5,2626
"3179","Gary Harris",2014,"SG",1,1,-5.3,719
"3180","Gary Harris",2015,"SG",1,1,-0.9,2439
"3181","Gary Harris",2016,"SG",1,1,0.7,1782
"3182","Gary Harris",2017,"SG",1,1,0.8,2304
"3183","Joe Harris",2014,"SG",1,1,-5.6,493
"3184","Joe Harris",2015,"SG",1,1,-5.9,15
"3185","Joe Harris",2016,"SG",1,1,-3.5,1138
"3186","Joe Harris",2017,"SG",1,1,0.1,1975
"3187","Rodney Hood",2014,"SG",1,1,-0.7,1064
"3188","Rodney Hood",2015,"SG",1,1,0.7,2541
"3189","Rodney Hood",2016,"SG",1,1,-0.9,1593
"3190","Rodney Hood",2017,"SG",1,1,-0.366666666666667,3232
"3191","Joe Ingles",2014,"SF",1,1,-1.2,1673
"3192","Joe Ingles",2015,"SF",1,1,0.2,1241
"3193","Joe Ingles",2016,"SF",1,1,1.6,1972
"3194","Joe Ingles",2017,"SF",1,1,2.3,2578
"3195","Cory Jefferson",2014,"PF",0,1,-3,531
"3196","Cory Jefferson",2015,"PF",0,1,-6.4,50
"3197","Grant Jerrett",2014,"PF",0,1,-10.9333333333333,102
"3198","Nick Johnson",2014,"SG",0,1,-6.5,262
"3199","Tyler Johnson",2014,"SG",1,1,-0.9,603
"3200","Tyler Johnson",2015,"SG",1,1,0.7,863
"3201","Tyler Johnson",2016,"PG",1,1,1.4,2178
"3202","Tyler Johnson",2017,"PG",1,1,-0.3,2052
"3203","Sean Kilpatrick",2014,"SG",1,1,-2.2,72
"3204","Sean Kilpatrick",2015,"SG",1,1,-2.63333333333333,1232
"3205","Sean Kilpatrick",2016,"SG",1,1,-2.3,1754
"3206","Sean Kilpatrick",2017,"SG",1,1,-3.24,1280
"3207","Alex Kirk",2014,"C",0,1,-6,14
"3208","Joffrey Lauvergne",2014,"C",1,1,-5.6,268
"3209","Joffrey Lauvergne",2015,"C",1,1,-1.6,1041
"3210","Joffrey Lauvergne",2016,"C",1,1,-4.1,241
"3211","Joffrey Lauvergne",2016,"C,PF",1,1,-2.2,980
"3212","Joffrey Lauvergne",2016,"PF",1,1,-1.6,739
"3213","Joffrey Lauvergne",2017,"C",1,1,-1,534
"3214","Zach LaVine",2014,"PG",1,1,-4.6,1902
"3215","Zach LaVine",2015,"SG",1,1,-1.5,2294
"3216","Zach LaVine",2016,"SG",1,1,0.1,1749
"3217","Zach LaVine",2017,"SG",1,1,-2.3,656
"3218","Kalin Lucas",2014,"PG",1,1,-4.7,6
"3219","Devyn Marble",2014,"SG",0,1,-4.8,208
"3220","Devyn Marble",2015,"SG",0,1,-6.2,249
"3221","James Michael McAdoo",2014,"PF",1,1,-2.3,137
"3222","James Michael McAdoo",2015,"PF",1,1,-1.8,262
"3223","James Michael McAdoo",2016,"PF",1,1,-1.8,457
"3224","James Michael McAdoo",2017,"PF",1,1,-3,18
"3225","K.J. McDaniels",2014,"SG",0,1,-4.86666666666667,2704
"3226","K.J. McDaniels",2015,"SF",0,1,-3.9,235
"3227","K.J. McDaniels",2016,"SF",0,1,-2.36666666666667,1010
"3228","Doug McDermott",2014,"SF",1,1,-6,321
"3229","Doug McDermott",2015,"SF",1,1,-2.9,1861
"3230","Doug McDermott",2016,"SF",1,1,-2.36666666666667,3016
"3231","Doug McDermott",2017,"SF",1,1,-2.3,3536
"3232","Mitch McGary",2014,"PF",0,1,-1.9,485
"3233","Mitch McGary",2015,"PF",0,1,-7.3,72
"3234","Jerel McNeal",2014,"PG",0,1,-9.1,36
"3235","Elijah Millsap",2014,"SG",0,1,-3.1,924
"3236","Elijah Millsap",2015,"SG",0,1,-3.8,173
"3237","Elijah Millsap",2016,"SG",0,1,-19,23
"3238","Nikola Mirotic",2014,"PF",1,1,2.3,1654
"3239","Nikola Mirotic",2015,"PF",1,1,1.5,1646
"3240","Nikola Mirotic",2016,"PF",1,1,0.7,1679
"3241","Nikola Mirotic",2017,"PF",1,1,2.43333333333333,2988
"3242","Eric Moreland",2014,"PF",1,1,17.2,2
"3243","Eric Moreland",2015,"PF",1,1,-4.5,48
"3244","Eric Moreland",2017,"PF",1,1,0.5,805
"3245","Shabazz Napier",2014,"PG",1,1,-3.2,1012
"3246","Shabazz Napier",2015,"PG",1,1,-3,600
"3247","Shabazz Napier",2016,"PG",1,1,-0.4,512
"3248","Shabazz Napier",2017,"PG",1,1,0.7,1535
"3249","Nerlens Noel",2014,"C",1,1,-0.3,2311
"3250","Nerlens Noel",2015,"C",1,1,-0.2,1965
"3251","Nerlens Noel",2016,"C",1,1,2.33333333333333,2094
"3252","Nerlens Noel",2017,"C",1,1,0.5,472
"3253","Lucas Nogueira",2014,"C",1,1,-10.5,23
"3254","Lucas Nogueira",2015,"C",1,1,0,225
"3255","Lucas Nogueira",2016,"C",1,1,2,1088
"3256","Lucas Nogueira",2017,"C",1,1,5.2,418
"3257","Jusuf Nurkic",2014,"C",1,1,-2.8,1103
"3258","Jusuf Nurkic",2015,"C",1,1,-2.9,547
"3259","Jusuf Nurkic",2016,"C",1,1,-0.7,2782
"3260","Jusuf Nurkic",2017,"C",1,1,0,2088
"3261","Johnny O'Bryant",2014,"PF",1,1,-9.5,368
"3262","Johnny O'Bryant",2015,"PF",1,1,-5.9,857
"3263","Johnny O'Bryant",2016,"PF",1,1,-2.5,160
"3264","Johnny O'Bryant",2017,"PF",1,1,-4.4,379
"3265","Kostas Papanikolaou",2014,"SF",0,1,-2,795
"3266","Kostas Papanikolaou",2015,"SF",0,1,-4.5,294
"3267","Jabari Parker",2014,"PF",1,1,-0.5,738
"3268","Jabari Parker",2015,"PF",1,1,-2,2408
"3269","Jabari Parker",2016,"PF",1,1,0.7,1728
"3270","Jabari Parker",2017,"PF",1,1,-0.8,743
"3271","Adreian Payne",2014,"PF",1,1,-8.1,1478
"3272","Adreian Payne",2015,"PF",1,1,-6.2,486
"3273","Adreian Payne",2016,"PF",1,1,-2.3,135
"3274","Adreian Payne",2017,"PF",1,1,2.4,43
"3275","Elfrid Payton",2014,"PG",1,1,-1.2,2489
"3276","Elfrid Payton",2015,"PG",1,1,-1.2,2145
"3277","Elfrid Payton",2016,"PG",1,1,0.8,2412
"3278","Elfrid Payton",2017,"PG",1,1,-0.766666666666667,3616
"3279","Dwight Powell",2014,"PF",1,1,3.43333333333333,472
"3280","Dwight Powell",2015,"PF",1,1,0.1,992
"3281","Dwight Powell",2016,"C",1,1,1,1333
"3282","Dwight Powell",2017,"C",1,1,1.6,1672
"3283","Julius Randle",2014,"PF",1,1,-15.1,14
"3284","Julius Randle",2015,"PF",1,1,-3.2,2286
"3285","Julius Randle",2016,"PF",1,1,-0.9,2132
"3286","Julius Randle",2017,"C",1,1,0.6,2190
"3287","Glenn Robinson III",2014,"SF",1,1,-5.4,153
