"","Name","Season","Pos","through_4_years","after_2010","BPM","MP"
"2385","Willie Warren",2010,"PG",0,1,-2.7,134
"2386","Hassan Whiteside",2010,"C",1,1,-27.9,2
"2387","Hassan Whiteside",2011,"C",1,1,-1.6,109
"2388","Lavoy Allen",2011,"PF",1,1,-1.7,624
"2389","Lavoy Allen",2012,"C",1,1,-3.3,1669
"2390","Lavoy Allen",2013,"PF",1,1,-2.6,2144
"2391","Lavoy Allen",2014,"C",1,1,0,1070
"2392","Gustavo Ayón",2011,"PF",0,1,2.5,1088
"2393","Gustavo Ayón",2012,"C",0,1,-1.4,1468
"2394","Gustavo Ayón",2013,"C",0,1,-1.2,429
"2395","Keith Benson",2011,"C",0,1,-7.7,9
"2396","Bismack Biyombo",2011,"C",1,1,-4.6,1455
"2397","Bismack Biyombo",2012,"C",1,1,-4.4,2186
"2398","Bismack Biyombo",2013,"C",1,1,-1.2,1072
"2399","Bismack Biyombo",2014,"C",1,1,-1.1,1243
"2400","MarShon Brooks",2011,"SG",1,1,-2.4,1648
"2401","MarShon Brooks",2012,"SG",1,1,-1.7,912
"2402","MarShon Brooks",2013,"SG",1,1,-1.4,632
"2403","Alec Burks",2011,"SG",1,1,-2,939
"2404","Alec Burks",2012,"SG",1,1,-2.6,1137
"2405","Alec Burks",2013,"SG",1,1,-0.8,2193
"2406","Alec Burks",2014,"SG",1,1,-1.7,899
"2407","Jimmy Butler",2011,"SG",1,1,-1.3,359
"2408","Jimmy Butler",2012,"SF",1,1,2,2134
"2409","Jimmy Butler",2013,"SG",1,1,1.1,2591
"2410","Jimmy Butler",2014,"SG",1,1,4.6,2513
"2411","Derrick Byars",2011,"PF",0,1,-4.7,37
"2412","Norris Cole",2011,"PG",1,1,-6.3,1260
"2413","Norris Cole",2012,"PG",1,1,-4.9,1590
"2414","Norris Cole",2013,"PG",1,1,-3.1,2014
"2415","Norris Cole",2014,"PG",1,1,-2.73333333333333,3662
"2416","Eric Dawson",2011,"C",0,1,-5.9,39
"2417","Justin Dentmon",2011,"PG",0,1,-7.13333333333333,182
"2418","Justin Dentmon",2012,"PG",0,1,-24.7,4
"2419","Jerome Dyson",2011,"PG",0,1,-3.6,180
"2420","Kenneth Faried",2011,"PF",1,1,2.2,1037
"2421","Kenneth Faried",2012,"PF",1,1,1.1,2248
"2422","Kenneth Faried",2013,"PF",1,1,1,2178
"2423","Kenneth Faried",2014,"PF",1,1,-0.1,2086
"2424","Jeff Foote",2011,"C",0,1,-10.8,39
"2425","Courtney Fortson",2011,"PG",0,1,-4.26666666666667,190
"2426","Jimmer Fredette",2011,"PG",1,1,-3.4,1135
"2427","Jimmer Fredette",2012,"SG",1,1,-1.3,967
"2428","Jimmer Fredette",2013,"SG",1,1,-1.43333333333333,1038
"2429","Jimmer Fredette",2014,"PG",1,1,-4.7,509
"2430","Mickell Gladness",2011,"PF",0,1,-5.26666666666667,504
"2431","Andrew Goudelock",2011,"SG",1,1,-5,419
"2432","Andrew Goudelock",2012,"SG",1,1,-15.9,6
"2433","Jordan Hamilton",2011,"SF",1,1,0.1,258
"2434","Jordan Hamilton",2012,"SF",1,1,0.9,397
"2435","Jordan Hamilton",2013,"SF",1,1,0.433333333333333,2038
"2436","Jordan Hamilton",2014,"SF",1,1,-2.4,122
"2437","Justin Harper",2011,"PF",1,1,-9.9,84
"2438","Josh Harrellson",2011,"PF",0,1,0.1,540
"2439","Josh Harrellson",2012,"C",0,1,-5.9,31
"2440","Josh Harrellson",2013,"C",0,1,-0.7,317
"2441","Terrel Harris",2011,"SG",0,1,-5.1,318
"2442","Terrel Harris",2012,"SG",0,1,-11.9,274
"2443","Tobias Harris",2011,"SF",1,1,-1.9,479
"2444","Tobias Harris",2012,"PF",1,1,0,974
"2445","Tobias Harris",2012,"PF,SF",1,1,-0.5,1299
"2446","Tobias Harris",2012,"SF",1,1,-2.1,325
"2447","Tobias Harris",2013,"PF",1,1,-0.7,1850
"2448","Tobias Harris",2014,"SF",1,1,0.5,2369
"2449","Cory Higgins",2011,"PG",0,1,-10.4,423
"2450","Cory Higgins",2012,"SG",0,1,-3.3,32
"2451","Darington Hobson",2011,"SG",0,1,-13,39
"2452","Tyler Honeycutt",2011,"SF",0,1,-2.2,88
"2453","Tyler Honeycutt",2012,"SF",0,1,-13.2,32
"2454","Dennis Horner",2011,"PF",0,1,-8.1,22
"2455","Kyrie Irving",2011,"PG",1,1,4.1,1558
"2456","Kyrie Irving",2012,"PG",1,1,3.7,2048
"2457","Kyrie Irving",2013,"PG",1,1,3.4,2496
"2458","Kyrie Irving",2014,"PG",1,1,4.1,2730
"2459","Reggie Jackson",2011,"PG",1,1,-3.6,501
"2460","Reggie Jackson",2012,"PG",1,1,0.1,993
"2461","Reggie Jackson",2013,"PG",1,1,0.1,2277
"2462","Reggie Jackson",2014,"PG",1,1,1.23333333333333,4536
"2463","Charles Jenkins",2011,"PG",0,1,-4.2,893
"2464","Charles Jenkins",2012,"PG",0,1,-4,150
"2465","Charles Jenkins",2012,"PG,SG",0,1,-4.9,441
"2466","Charles Jenkins",2012,"SG",0,1,-5.4,291
"2467","Carldell Johnson",2011,"PG",0,1,-1.5,119
"2468","Ivan Johnson",2011,"PF",0,1,-2.2,934
"2469","Ivan Johnson",2012,"PF",0,1,-1.6,1035
"2470","JaJuan Johnson",2011,"PF",0,1,-3.9,298
"2471","Jerome Jordan",2011,"C",1,1,-0.2,108
"2472","Jerome Jordan",2014,"C",1,1,-1.2,383
"2473","Cory Joseph",2011,"PG",1,1,-5,266
"2474","Cory Joseph",2012,"PG",1,1,-0.4,388
"2475","Cory Joseph",2013,"SG",1,1,0.9,936
"2476","Cory Joseph",2014,"PG",1,1,1.4,1444
"2477","Enes Kanter",2011,"C",1,1,-3,874
"2478","Enes Kanter",2012,"C",1,1,-2.1,1078
"2479","Enes Kanter",2013,"C",1,1,-3.6,2138
"2480","Enes Kanter",2014,"C",1,1,-0.533333333333333,4270
"2481","D.J. Kennedy",2011,"SF",0,1,-6.7,59
"2482","Brandon Knight",2011,"PG",1,1,-2.6,2129
"2483","Brandon Knight",2012,"PG",1,1,-2.8,2365
"2484","Brandon Knight",2013,"PG",1,1,-0.5,2400
"2485","Brandon Knight",2014,"PG",1,1,2.5,1688
"2486","Brandon Knight",2014,"PG,SG",1,1,1.6,2035
"2487","Brandon Knight",2014,"SG",1,1,-2.9,347
"2488","Malcolm Lee",2011,"SG",1,1,-3.8,243
"2489","Malcolm Lee",2012,"SG",1,1,-1.3,289
"2490","Malcolm Lee",2014,"SG",1,1,-27.6,2
"2491","Kawhi Leonard",2011,"SF",1,1,3.4,1534
"2492","Kawhi Leonard",2012,"SF",1,1,3.1,1810
"2493","Kawhi Leonard",2013,"SF",1,1,5.1,1923
"2494","Kawhi Leonard",2014,"SF",1,1,5.9,2033
"2495","Travis Leslie",2011,"SG",0,1,-0.3,45
"2496","Jon Leuer",2011,"PF",1,1,-0.3,555
"2497","Jon Leuer",2012,"C",1,1,-9.3,91
"2498","Jon Leuer",2012,"C,PF",1,1,-4,187
"2499","Jon Leuer",2012,"PF",1,1,1,96
"2500","Jon Leuer",2013,"PF",1,1,1,642
"2501","Jon Leuer",2014,"PF",1,1,-2.8,824
"2502","DeAndre Liggins",2011,"SF",1,1,-4.5,115
"2503","DeAndre Liggins",2012,"SG",1,1,-0.7,290
"2504","DeAndre Liggins",2013,"SG",1,1,41.5,1
"2505","Shelvin Mack",2011,"PG",1,1,-2.6,779
"2506","Shelvin Mack",2012,"PG",1,1,-2.25,409
"2507","Shelvin Mack",2012,"PG,SG",1,1,-2.7,416
"2508","Shelvin Mack",2012,"SG",1,1,-17.9,7
"2509","Shelvin Mack",2013,"PG",1,1,-1.1,1490
"2510","Shelvin Mack",2014,"PG",1,1,-1.7,833
"2511","Vernon Macklin",2011,"C",0,1,1.2,135
"2512","E'Twaun Moore",2011,"PG",1,1,-2.4,331
"2513","E'Twaun Moore",2012,"SG",1,1,-2.3,1682
"2514","E'Twaun Moore",2013,"SG",1,1,-1.6,1506
"2515","E'Twaun Moore",2014,"SG",1,1,-1.5,504
"2516","Darius Morris",2011,"PG",1,1,-7.8,169
"2517","Darius Morris",2012,"PG",1,1,-4.2,683
"2518","Darius Morris",2013,"PG",1,1,-5,626
"2519","Darius Morris",2014,"PG",1,1,-6.4,299
"2520","Marcus Morris",2011,"PF",1,1,-9.3,126
"2521","Marcus Morris",2012,"PF",1,1,-1.2,1154
"2522","Marcus Morris",2012,"PF,SF",1,1,-2,1524
"2523","Marcus Morris",2012,"SF",1,1,-4.4,370
"2524","Marcus Morris",2013,"SF",1,1,0.5,1800
"2525","Marcus Morris",2014,"PF",1,1,0.1,2045
"2526","Markieff Morris",2011,"PF",1,1,-2.1,1227
"2527","Markieff Morris",2012,"PF",1,1,-1.9,1837
"2528","Markieff Morris",2013,"PF",1,1,1,2153
"2529","Markieff Morris",2014,"PF",1,1,-0.3,2581
"2530","Daniel Orton",2011,"PF",0,1,-3,187
"2531","Daniel Orton",2012,"C",0,1,-3.1,104
"2532","Daniel Orton",2013,"C",0,1,-4,251
"2533","Jeremy Pargo",2011,"PG",1,1,-7.6,424
"2534","Jeremy Pargo",2012,"PG",1,1,-2.7,447
"2535","Jeremy Pargo",2012,"PG,SG",1,1,-3.2,655
"2536","Jeremy Pargo",2012,"SG",1,1,-4.4,208
"2537","Chandler Parsons",2011,"SF",1,1,0.8,1804
"2538","Chandler Parsons",2012,"SF",1,1,2,2758
"2539","Chandler Parsons",2013,"SF",1,1,1.7,2783
"2540","Chandler Parsons",2014,"SF",1,1,1.6,2186
"2541","Ryan Reid",2011,"PF",0,1,-2,17
"2542","Ricky Rubio",2011,"PG",1,1,1,1404
"2543","Ricky Rubio",2012,"PG",1,1,1.1,1691
"2544","Ricky Rubio",2013,"PG",1,1,1.2,2638
"2545","Ricky Rubio",2014,"PG",1,1,-0.1,692
"2546","Walker Russell",2011,"PG",0,1,-5.5,357
"2547","Josh Selby",2011,"PG",0,1,-8.8,237
"2548","Josh Selby",2012,"PG",0,1,-12.4,59
"2549","Iman Shumpert",2011,"PG",1,1,-1.4,1705
"2550","Iman Shumpert",2012,"SG",1,1,-0.1,996
"2551","Iman Shumpert",2013,"SG",1,1,-2,1962
"2552","Iman Shumpert",2014,"SG",1,1,-1,3090
"2553","Xavier Silas",2011,"SG",1,1,-14.7,39
"2554","Chris Singleton",2011,"SF",0,1,-2.2,1431
"2555","Chris Singleton",2012,"PF",0,1,-4.3,924
"2556","Chris Singleton",2013,"SF",0,1,-4.6,250
"2557","Donald Sloan",2011,"PG",1,1,-4.75,1338
"2558","Donald Sloan",2012,"PG",1,1,-9.4,6
"2559","Donald Sloan",2012,"PG,SG",1,1,-3,263
"2560","Donald Sloan",2012,"SG",1,1,-2.9,257
"2561","Donald Sloan",2013,"SG",1,1,-3,392
"2562","Donald Sloan",2014,"PG",1,1,-0.1,1107
"2563","Greg Smith",2011,"C",1,1,-0.8,69
"2564","Greg Smith",2012,"C",1,1,-0.6,1110
"2565","Greg Smith",2013,"C",1,1,-2.5,100
"2566","Greg Smith",2014,"PF",1,1,-2.6,363
"2567","Jerry Smith",2011,"PG",0,1,-2,46
"2568","Nolan Smith",2011,"PG",0,1,-5.5,541
"2569","Nolan Smith",2012,"PG",0,1,-6.9,288
"2570","Greg Stiemsma",2011,"C",1,1,1.4,766
"2571","Greg Stiemsma",2012,"C",1,1,-2.8,1209
"2572","Greg Stiemsma",2013,"C",1,1,-1.7,1007
"2573","Greg Stiemsma",2014,"C",1,1,-6,66
"2574","Julyan Stone",2011,"SG",1,1,2.7,179
"2575","Julyan Stone",2012,"PG",1,1,-0.1,28
"2576","Julyan Stone",2013,"SG",1,1,-2.9,120
"2577","Isaiah Thomas",2011,"PG",1,1,0.8,1656
"2578","Isaiah Thomas",2012,"PG",1,1,0.5,2122
"2579","Isaiah Thomas",2013,"PG",1,1,3.2,2497
"2580","Isaiah Thomas",2014,"PG",1,1,3.43333333333333,3452
"2581","Lance Thomas",2011,"PF",1,1,-4.3,630
"2582","Lance Thomas",2012,"SF",1,1,-3,646
"2583","Lance Thomas",2013,"SF",1,1,-9.6,42
"2584","Lance Thomas",2014,"PF",1,1,-5.9,1040
"2585","Lance Thomas",2014,"PF,SF",1,1,-5.6,1490
"2586","Lance Thomas",2014,"SF",1,1,-4.7,450
"2587","Malcolm Thomas",2011,"PF",1,1,-2,15
"2588","Malcolm Thomas",2012,"PF",1,1,0.3,114
"2589","Malcolm Thomas",2013,"PF",1,1,-8.7,126
"2590","Malcolm Thomas",2014,"PF",1,1,-7,194
"2591","Trey Thompkins",2011,"C",0,1,-5.7,119
"2592","Klay Thompson",2011,"SG",1,1,-1.4,1608
"2593","Klay Thompson",2012,"SG",1,1,-0.3,2936
"2594","Klay Thompson",2013,"SG",1,1,0.8,2868
"2595","Klay Thompson",2014,"SG",1,1,4.4,2455
"2596","Mychel Thompson",2011,"SG",0,1,-7.1,95
"2597","Tristan Thompson",2011,"PF",1,1,-4.7,1424
"2598","Tristan Thompson",2012,"PF",1,1,-1.8,2564
"2599","Tristan Thompson",2013,"PF",1,1,-2.1,2594
"2600","Tristan Thompson",2014,"PF",1,1,-1.2,2194
"2601","Jeremy Tyler",2011,"C",0,1,-7.8,568
"2602","Jeremy Tyler",2012,"C",0,1,-7.16666666666667,136
"2603","Jeremy Tyler",2013,"C",0,1,-5.5,398
"2604","Edwin Ubiles",2011,"SF",0,1,-3.9,52
"2605","Jan Veselý",2011,"PF",0,1,-2.6,1078
"2606","Jan Veselý",2012,"PF",0,1,-4.7,601
"2607","Jan Veselý",2013,"PF",0,1,-0.9,1552
"2608","Nikola Vucevic",2011,"C",1,1,-2.2,812
"2609","Nikola Vucevic",2012,"C",1,1,-0.5,2559
"2610","Nikola Vucevic",2013,"C",1,1,0.1,1812
"2611","Nikola Vucevic",2014,"C",1,1,0.9,2529
"2612","Kemba Walker",2011,"PG",1,1,-0.8,1792
"2613","Kemba Walker",2012,"PG",1,1,1.4,2859
"2614","Kemba Walker",2013,"PG",1,1,1.7,2614
"2615","Kemba Walker",2014,"PG",1,1,2.3,2119
"2616","Derrick Williams",2011,"PF",1,1,-2.1,1418
"2617","Derrick Williams",2012,"PF",1,1,-1.5,1916
"2618","Derrick Williams",2013,"PF",1,1,-4.2,162
"2619","Derrick Williams",2013,"PF,SF",1,1,-2.1,1820
"2620","Derrick Williams",2013,"SF",1,1,-1.9,1658
"2621","Derrick Williams",2014,"PF",1,1,-2,1462
"2622","Elliot Williams",2011,"SG",1,1,-0.1,149
"2623","Elliot Williams",2013,"SG",1,1,-5.6,1157
"2624","Elliot Williams",2014,"SG",1,1,-1.86666666666667,238
"2625","Jordan Williams",2011,"C",0,1,-2.1,635
"2626","Chris Wright",2011,"SF",0,1,0,186
"2627","Chris Wright",2013,"SF",0,1,-0.2,126
"2628","Quincy Acy",2012,"PF",1,1,0.1,342
"2629","Quincy Acy",2013,"SF",1,1,0.366666666666667,1694
"2630","Quincy Acy",2014,"PF",1,1,-3.1,1287
"2631","Quincy Acy",2015,"PF",1,1,-0.1,876
"2632","Josh Akognon",2012,"PG",0,1,-3,9
"2633","Harrison Barnes",2012,"SF",1,1,-1.7,2058
"2634","Harrison Barnes",2013,"SF",1,1,-1.6,2204
"2635","Harrison Barnes",2014,"SF",1,1,0.1,2318
"2636","Harrison Barnes",2015,"SF",1,1,-1.3,2042
"2637","Will Barton",2012,"SG",1,1,-4.6,894
"2638","Will Barton",2013,"SG",1,1,-1.3,387
"2639","Will Barton",2014,"SG",1,1,-0.766666666666667,1966
"2640","Will Barton",2015,"SG",1,1,0.8,2353
"2641","Aron Baynes",2012,"C",1,1,-7,141
"2642","Aron Baynes",2013,"C",1,1,-5.7,491
"2643","Aron Baynes",2014,"C",1,1,-1.8,1122
"2644","Aron Baynes",2015,"C",1,1,-0.2,1233
"2645","Kent Bazemore",2012,"SG",1,1,-2.4,267
"2646","Kent Bazemore",2013,"SG",1,1,-3.6,1822
"2647","Kent Bazemore",2014,"SG",1,1,-2.1,1324
"2648","Kent Bazemore",2015,"SF",1,1,0.3,2083
"2649","Bradley Beal",2012,"SG",1,1,0.2,1745
"2650","Bradley Beal",2013,"SG",1,1,-0.4,2530
"2651","Bradley Beal",2014,"SG",1,1,0.1,2107
"2652","Bradley Beal",2015,"SG",1,1,0.3,1708
"2653","Patrick Beverley",2012,"PG",1,1,3.8,713
"2654","Patrick Beverley",2013,"PG",1,1,0.6,1751
"2655","Patrick Beverley",2014,"PG",1,1,0.1,1727
"2656","Patrick Beverley",2015,"PG",1,1,0.2,2041
"2657","Victor Claver",2012,"SF",0,1,-3.7,812
"2658","Victor Claver",2013,"SF",0,1,-3.2,184
"2659","Victor Claver",2014,"SF",0,1,-3.2,76
"2660","Chris Copeland",2012,"PF",1,1,-0.5,862
"2661","Chris Copeland",2013,"SF",1,1,4.5,265
"2662","Chris Copeland",2014,"SF",1,1,-3.7,828
"2663","Chris Copeland",2015,"PF",1,1,-6.4,156
"2664","Jae Crowder",2012,"SF",1,1,-1,1353
"2665","Jae Crowder",2013,"SF",1,1,0.2,1254
"2666","Jae Crowder",2014,"SF",1,1,0.333333333333333,3294
"2667","Jae Crowder",2015,"SF",1,1,2.2,2308
"2668","Jared Cunningham",2012,"SG",1,1,-1.5,26
"2669","Jared Cunningham",2013,"SG",1,1,-5.6,160
"2670","Jared Cunningham",2014,"SG",1,1,-8.1,89
"2671","Jared Cunningham",2015,"SG",1,1,-6.03333333333333,820
"2672","Anthony Davis",2012,"PF",1,1,2.5,1846
"2673","Anthony Davis",2013,"PF",1,1,4.8,2358
"2674","Anthony Davis",2014,"PF",1,1,8.9,2455
"2675","Anthony Davis",2015,"C",1,1,3.9,2164
"2676","Nando De Colo",2012,"SG",0,1,-1.2,920
"2677","Nando De Colo",2013,"SF",0,1,0.2,988
"2678","Andre Drummond",2012,"C",1,1,2.5,1243
"2679","Andre Drummond",2013,"C",1,1,1.4,2619
"2680","Andre Drummond",2014,"C",1,1,-0.1,2502
"2681","Andre Drummond",2015,"C",1,1,1.1,2666
"2682","Kim English",2012,"SG",0,1,-4.2,407
"2683","Festus Ezeli",2012,"C",1,1,-3.4,1120
"2684","Festus Ezeli",2014,"C",1,1,-1.8,504
"2685","Festus Ezeli",2015,"C",1,1,-0.1,770
"2686","Evan Fournier",2012,"SG",1,1,-1.4,428
"2687","Evan Fournier",2013,"SG",1,1,-2.9,1503
"2688","Evan Fournier",2014,"SG",1,1,-1.8,1661
"2689","Evan Fournier",2015,"SF",1,1,-0.3,2566
"2690","Joel Freeland",2012,"PF",0,1,-5.4,477
"2691","Joel Freeland",2013,"C",0,1,-2.6,727
"2692","Joel Freeland",2014,"C",0,1,-2.6,617
"2693","Diante Garrett",2012,"PG",0,1,-4.4,149
"2694","Diante Garrett",2013,"PG",0,1,-4.6,1048
"2695","Draymond Green",2012,"SF",1,1,-3.6,1061
"2696","Draymond Green",2013,"SF",1,1,1.9,1797
"2697","Draymond Green",2014,"PF",1,1,3.5,2490
"2698","Draymond Green",2015,"PF",1,1,5.5,2808
"2699","Ben Hansbrough",2012,"PG",0,1,-4.2,200
"2700","Maurice Harkless",2012,"SF",1,1,-1.3,1974
"2701","Maurice Harkless",2013,"SF",1,1,-0.4,1950
"2702","Maurice Harkless",2014,"SF",1,1,-3.6,674
"2703","Maurice Harkless",2015,"SF",1,1,-0.5,1457
"2704","John Henson",2012,"PF",1,1,-1.7,827
"2705","John Henson",2013,"PF",1,1,-0.5,1856
"2706","John Henson",2014,"C",1,1,0.7,1228
"2707","John Henson",2015,"C",1,1,0.2,960
"2708","Justin Holiday",2012,"SG",1,1,-5,142
"2709","Justin Holiday",2014,"SG",1,1,-1.4,657
"2710","Justin Holiday",2015,"SG",1,1,-3.53333333333333,1546
"2711","Bernard James",2012,"C",0,1,-1.6,457
"2712","Bernard James",2013,"C",0,1,-4.9,146
"2713","Bernard James",2014,"C",0,1,0.8,158
"2714","John Jenkins",2012,"SG",1,1,-0.8,902
"2715","John Jenkins",2013,"SG",1,1,-6.3,158
"2716","John Jenkins",2014,"SG",1,1,0.3,297
"2717","John Jenkins",2015,"SG",1,1,-3.23333333333333,960
"2718","Chris Johnson",2012,"SF",1,1,0.5,102
"2719","Chris Johnson",2013,"SF",1,1,-1.2,789
"2720","Chris Johnson",2014,"SF",1,1,-1.625,1052
"2721","Chris Johnson",2015,"SF",1,1,-2,857
"2722","Orlando Johnson",2012,"SG",1,1,0.2,619
"2723","Orlando Johnson",2013,"SG",1,1,-6.63333333333333,784
"2724","Orlando Johnson",2015,"SG",1,1,-8.03333333333333,202
"2725","Darius Johnson-Odom",2012,"SG",0,1,-21,6
"2726","Darius Johnson-Odom",2013,"SG",0,1,-27.3,15
"2727","DeQuan Jones",2012,"SF",0,1,-4.5,803
"2728","Kevin Jones",2012,"PF",0,1,-4.1,334
"2729","Perry Jones",2012,"SF",0,1,-7.3,280
"2730","Perry Jones",2013,"PF",0,1,-1.4,764
"2731","Perry Jones",2014,"SF",0,1,-4.4,631
"2732","Terrence Jones",2012,"PF",1,1,1.7,276
"2733","Terrence Jones",2013,"PF",1,1,2.2,2078
"2734","Terrence Jones",2014,"PF",1,1,1.2,889
"2735","Terrence Jones",2015,"PF",1,1,-2.1,1044
"2736","Kris Joseph",2012,"SF",0,1,-10.3666666666667,108
"2737","Michael Kidd-Gilchrist",2012,"SF",1,1,-2.6,2025
"2738","Michael Kidd-Gilchrist",2013,"SF",1,1,-2.1,1502
"2739","Michael Kidd-Gilchrist",2014,"SF",1,1,-0.5,1587
"2740","Michael Kidd-Gilchrist",2015,"SF",1,1,0,205
"2741","Viacheslav Kravtsov",2012,"C",0,1,-2,224
"2742","Viacheslav Kravtsov",2013,"C",0,1,-6.9,59
"2743","Doron Lamb",2012,"SG",0,1,-7.3,1154
"2744","Doron Lamb",2013,"SG",0,1,-4.6,695
"2745","Jeremy Lamb",2012,"SF",1,1,-5.4,147
"2746","Jeremy Lamb",2013,"SG",1,1,0.1,1538
"2747","Jeremy Lamb",2014,"SG",1,1,1.6,633
"2748","Jeremy Lamb",2015,"SG",1,1,0.8,1227
"2749","Meyers Leonard",2012,"C",1,1,-3.3,1206
"2750","Meyers Leonard",2013,"C",1,1,-4,355
"2751","Meyers Leonard",2014,"C",1,1,0.6,847
"2752","Meyers Leonard",2015,"PF",1,1,-1.7,1333
"2753","Damian Lillard",2012,"PG",1,1,0.3,3167
"2754","Damian Lillard",2013,"PG",1,1,3.2,2937
"2755","Damian Lillard",2014,"PG",1,1,4.7,2925
"2756","Damian Lillard",2015,"PG",1,1,4.4,2676
"2757","Scott Machado",2012,"PG",1,1,-8.8,21
"2758","Kendall Marshall",2012,"PG",1,1,-5.2,702
"2759","Kendall Marshall",2013,"PG",1,1,-2.4,1564
"2760","Kendall Marshall",2014,"PG",1,1,-0.8,417
"2761","Kendall Marshall",2015,"PG",1,1,-7.3,400
"2762","Fab Melo",2012,"C",0,1,-7.6,36
"2763","Khris Middleton",2012,"SG",1,1,-1.9,475
"2764","Khris Middleton",2013,"SF",1,1,-2.3,2460
"2765","Khris Middleton",2014,"SF",1,1,1.6,2378
"2766","Khris Middleton",2015,"SG",1,1,0.6,2852
"2767","Darius Miller",2012,"SF",1,1,-2.7,694
"2768","Darius Miller",2013,"SF",1,1,-2.8,723
"2769","Darius Miller",2014,"SF",1,1,-11.3,43
"2770","Quincy Miller",2012,"PF",0,1,-9.2,26
"2771","Quincy Miller",2013,"PF",0,1,-3.7,789
"2772","Quincy Miller",2014,"PF",0,1,-3.86666666666667,238
"2773","Donatas Motiejunas",2012,"PF",1,1,-3.5,538
"2774","Donatas Motiejunas",2013,"PF",1,1,-3.8,952
"2775","Donatas Motiejunas",2014,"PF",1,1,-0.5,2037
"2776","Donatas Motiejunas",2015,"PF",1,1,-4.5,547
"2777","Arnett Moultrie",2012,"PF",0,1,-1.2,542
"2778","Arnett Moultrie",2013,"PF",0,1,-7.3,187
"2779","Kevin Murphy",2012,"SG",0,1,-16.8,52
"2780","Andrew Nicholson",2012,"PF",1,1,-2.7,1249
"2781","Andrew Nicholson",2013,"PF",1,1,-5.1,1174
"2782","Andrew Nicholson",2014,"PF",1,1,-4.9,492
"2783","Andrew Nicholson",2015,"PF",1,1,-1.1,823
"2784","Kyle O'Quinn",2012,"C",1,1,-1.6,638
"2785","Kyle O'Quinn",2013,"C",1,1,-0.3,1188
"2786","Kyle O'Quinn",2014,"PF",1,1,-0.3,824
"2787","Kyle O'Quinn",2015,"PF",1,1,0.4,764
"2788","Tim Ohlbrecht",2012,"C",0,1,-17.2,12
"2789","Miles Plumlee",2012,"C",1,1,-7.8,55
"2790","Miles Plumlee",2013,"C",1,1,-1.3,1964
"2791","Miles Plumlee",2014,"C",1,1,-0.4,2388
"2792","Miles Plumlee",2015,"C",1,1,-1.5,870
"2793","Pablo Prigioni",2012,"PG",1,1,0.1,1263
"2794","Pablo Prigioni",2013,"PG",1,1,0.5,1283
"2795","Pablo Prigioni",2014,"PG",1,1,-0.0333333333333333,2394
"2796","Pablo Prigioni",2015,"PG",1,1,-0.4,823
"2797","Austin Rivers",2012,"SG",1,1,-6.2,1418
"2798","Austin Rivers",2013,"PG",1,1,-3.4,1339
"2799","Austin Rivers",2014,"PG",1,1,-2.7,791
"2800","Austin Rivers",2014,"PG,SG",1,1,-2.8,1563
"2801","Austin Rivers",2014,"SG",1,1,-3,772
"2802","Austin Rivers",2015,"SG",1,1,-2.7,1464
"2803","Brian Roberts",2012,"PG",1,1,-0.6,1324
"2804","Brian Roberts",2013,"PG",1,1,-1.7,1667
"2805","Brian Roberts",2014,"PG",1,1,-1.7,1330
"2806","Brian Roberts",2015,"PG",1,1,-1.73333333333333,940
"2807","Thomas Robinson",2012,"PF",1,1,-5.03333333333333,2112
"2808","Thomas Robinson",2013,"PF",1,1,-3.2,873
"2809","Thomas Robinson",2014,"PF",1,1,-2,1596
"2810","Thomas Robinson",2015,"PF",1,1,-3.8,917
"2811","Terrence Ross",2012,"SG",1,1,-2.5,1239
"2812","Terrence Ross",2013,"SG",1,1,-0.2,2159
"2813","Terrence Ross",2014,"SF",1,1,-1.4,2092
"2814","Terrence Ross",2015,"SF",1,1,0.3,1747
"2815","Robert Sacre",2012,"C",1,1,-8.8,203
"2816","Robert Sacre",2013,"C",1,1,-3.6,1089
"2817","Robert Sacre",2014,"C",1,1,-3.5,1133
"2818","Robert Sacre",2015,"C",1,1,-4.6,320
"2819","Mike Scott",2012,"PF",1,1,-3.5,376
"2820","Mike Scott",2013,"PF",1,1,-1.6,1482
"2821","Mike Scott",2014,"PF",1,1,-0.5,1123
"2822","Mike Scott",2015,"PF",1,1,-0.1,1146
"2823","Tornike Shengelia",2012,"SF",0,1,-6.5,93
"2824","Tornike Shengelia",2013,"SF",0,1,-5.96666666666667,308
"2825","Alexey Shved",2012,"SG",0,1,-1.7,1840
"2826","Alexey Shved",2013,"SG",0,1,-1.9,664
"2827","Alexey Shved",2014,"SG",0,1,0.825,1534
"2828","Henry Sims",2012,"C",1,1,-1.2,5
"2829","Henry Sims",2013,"C",1,1,-3.16666666666667,1750
"2830","Henry Sims",2014,"C",1,1,-2.8,1399
"2831","Henry Sims",2015,"C",1,1,-4.3,263
"2832","Kyle Singler",2012,"SF",1,1,-3,2293
"2833","Kyle Singler",2013,"SF",1,1,-1.4,2337
"2834","Kyle Singler",2014,"SF",1,1,-2.33333333333333,3486
"2835","Kyle Singler",2015,"SF",1,1,-3.2,977
"2836","Jared Sullinger",2012,"PF",1,1,-1.9,892
"2837","Jared Sullinger",2013,"PF",1,1,-1.4,2041
"2838","Jared Sullinger",2014,"PF",1,1,1.1,1566
